name,id,align,eye,hair,sex,gsm,alive,apperances,first,year,publisher
Madeline Benoir (New Earth),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,5,"2003, June",2003,DC
Marisol Samuels (New Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,5,"2003, October",2003,DC
Rand Westbrook (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,"2003, August",2003,DC
Reno Rosetti (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,"2003, July",2003,DC
Anointed One (New Earth),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,5,"2002, October",2002,DC
Anthony Hartzell (New Earth),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,5,"2002, May",2002,DC
Charles Lau (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,"2002, March",2002,DC
Claire Foster (New Earth),Public Identity,,,Black Hair,Female Characters,,Living Characters,5,"2002, January",2002,DC
David Said (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,"2002, May",2002,DC
Jeremy Barlow (New Earth),Public Identity,,,Black Hair,Male Characters,,Living Characters,5,"2002, May",2002,DC
Mateo Flores (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2002, October",2002,DC
Mitchell Mayo (New Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,"2002, January",2002,DC
Nicholas Kazantkakis (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,"2002, October",2002,DC
Sela (New Earth),Secret Identity,Good Characters,,,,,Living Characters,5,"2002, October",2002,DC
Valerie Van Haaften (New Earth),Public Identity,Bad Characters,Black Eyes,,Female Characters,,Living Characters,5,"2002, December",2002,DC
Whaler (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,5,"2002, October",2002,DC
Darius Caldera (New Earth),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,5,"2001, October",2001,DC
Epiphany (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,"2001, July",2001,DC
Mallory Moxon (New Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,5,"2001, July",2001,DC
Mary Tanner (New Earth),Secret Identity,Bad Characters,White Eyes,Red Hair,Female Characters,,Living Characters,5,"2001, December",2001,DC
Oshi Sin Gaaz (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"2001, June",2001,DC
Priscilla Rich (New Earth),Public Identity,Bad Characters,,,Female Characters,,Deceased Characters,5,"2001, September",2001,DC
Seraph (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"2001, July",2001,DC
Tana Moon II (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"2001, July",2001,DC
Agamemno (New Earth),Secret Identity,,White Eyes,,Male Characters,,Living Characters,5,"2000, July",2000,DC
Agua Sin Gaaz (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,"2000, October",2000,DC
Bounty II (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"2000, September",2000,DC
Ekin Tzu (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2000, April",2000,DC
Jerry Hennelly (New Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,5,"2000, March",2000,DC
La Salamanca (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"2000, September",2000,DC
Matthew Logan (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2000, January",2000,DC
Sala Nisaba (New Earth),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,5,2000,2000,DC
Skizm (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2000, September",2000,DC
Vasily Kosov (New Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,"2000, March",2000,DC
Akila (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,5,"1999, September",1999,DC
Anthony Gambi (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1999, November",1999,DC
Bruno (New Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,5,"1999, April",1999,DC
Emma Connors (New Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,5,"1999, April",1999,DC
Goraiko (New Earth),,Good Characters,,,Female Characters,,Living Characters,5,"1999, February",1999,DC
Goth (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,5,"1999, May",1999,DC
Thomas McFadden (New Earth),,Good Characters,,Red Hair,Male Characters,,Living Characters,5,"1999, April",1999,DC
Travis Thomas (New Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,5,"1999, August",1999,DC
Umberto Maroni (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,5,"1999, December",1999,DC
Vartox (New Earth),,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,"1999, September",1999,DC
Bamboo Monkey (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"1998, August",1998,DC
Brainiac 4 (Post-Zero Hour),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,5,"1998, August",1998,DC
Dale Biggler (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5,"1998, December",1998,DC
Green Cigarette (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5,"1998, June",1998,DC
Jonathan Double (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,"1998, September",1998,DC
Killa (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5,"1998, April",1998,DC
Paula von Gunther (New Earth),,Reformed Criminals,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,"1998, March",1998,DC
Tawna (New Earth),,Good Characters,Auburn Hair,,Female Characters,,Living Characters,5,"1998, April",1998,DC
Tumult (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1998, December",1998,DC
Deanna Barr (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,5,"1997, November",1997,DC
Ernie Chubb (New Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1997, April",1997,DC
Georgia Redmond (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"1997, December",1997,DC
Mister Atom (New Earth),Public Identity,Bad Characters,Photocellular Eyes,,Male Characters,,Living Characters,5,"1997, February",1997,DC
Patrick Wayne (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,"1997, October",1997,DC
Suit (New Earth),,Bad Characters,,,Genderless Characters,,Living Characters,5,"1997, October",1997,DC
Angelica Wallis (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"1996, November",1996,DC
Chillblaine IV (New Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,5,"1996, April",1996,DC
Claw Hammer (New Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,"1996, September",1996,DC
Frederick Danvers (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"1996, September",1996,DC
Henrietta Jessup (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"1996, July",1996,DC
Maxwell Veezey (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,5,"1996, January",1996,DC
Narcosis (New Earth),,Bad Characters,,,Male Characters,,Deceased Characters,5,"1996, May",1996,DC
Shaar Q (New Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,5,"1996, September",1996,DC
Slizzath (New Earth),Public Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,5,"1996, November",1996,DC
Spought (New Earth),,,,Grey Hair,Male Characters,,Living Characters,5,"1996, July",1996,DC
Taa (New Earth),,Good Characters,,,Male Characters,,Living Characters,5,1996,1996,DC
Wally Mosely (New Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,5,"1996, September",1996,DC
Body Count (New Earth),Secret Identity,Bad Characters,,,,,Deceased Characters,5,"1995, August",1995,DC
Gaelon (New Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,5,"1995, April",1995,DC
Moira Queen (New Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,5,1995,1995,DC
Razerkut (New Earth),Secret Identity,Bad Characters,Auburn Hair,,Female Characters,,Living Characters,5,"1995, August",1995,DC
Robert Henry Queen (New Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Deceased Characters,5,1995,1995,DC
Wolf Krieger (New Earth),Public Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,5,"1995, July",1995,DC
Aaron Jase (New Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,5,"1994, November",1994,DC
Carla Draper (New Earth),Public Identity,Bad Characters,Auburn Hair,,Female Characters,,Living Characters,5,"1994, November",1994,DC
Clete Jenkins (New Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,"1994, April",1994,DC
Cron One-Eye (New Earth),,Neutral Characters,,,Male Characters,,Living Characters,5,"1994, January",1994,DC
David Manguy (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5,"1994, February",1994,DC
Doctor Hutcheson (New Earth),,,,Brown Hair,Male Characters,,Deceased Characters,5,"1994, February",1994,DC
Hawkgod (New Earth),,Neutral Characters,,,Male Characters,,Living Characters,5,"1994, May",1994,DC
Jeremy Baxter (New Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,5,"1994, December",1994,DC
Jerry Conover (New Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"1994, July",1994,DC
Jessica Jordan (New Earth),,,,Brown Hair,Female Characters,,Deceased Characters,5,"1994, January",1994,DC
Kimon Tanaka (New Earth),,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,5,"1994, December",1994,DC
Kingdom (New Earth),,Bad Characters,,,Male Characters,,Deceased Characters,5,"1994, October",1994,DC
Klali (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,"1994, June",1994,DC
MacAlistaire (New Earth),Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,5,"1994, January",1994,DC
Nuliajuk (New Earth),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Living Characters,5,"1994, February",1994,DC
Penn Selkirk (New Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,"1994, July",1994,DC
Romana Vrezhenski (New Earth),,Bad Characters,,,Female Characters,,Living Characters,5,"1994, December",1994,DC
Russell Tenclouds (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,5,"1994, November",1994,DC
Scarabus (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5,"1994, September",1994,DC
Sujatmi Sunowaparti (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"1994, December",1994,DC
Venelia (New Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,5,"1994, November",1994,DC
Victor Zehrhard (New Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,5,"1994, March",1994,DC
Word (New Earth),,,,,,,Living Characters,5,"1994, October",1994,DC
Alexander Trent (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,5,"1993, December",1993,DC
Brute III (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5,"1993, August",1993,DC
Cloudburst (New Earth),Identity Unknown,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,"1993, August",1993,DC
Deena Walker (New Earth),,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,5,"1993, June",1993,DC
Grand Druid (New Earth),Public Identity,Bad Characters,,Orange Hair,Male Characters,,Living Characters,5,"1993, October",1993,DC
Mayfly (New Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,5,"1993, September",1993,DC
Quinn Thomas (New Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,5,"1993, March",1993,DC
Slingshot (New Earth),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,5,1993,1993,DC
Stinger II (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1993, July",1993,DC
Xiuhtecutli (New Earth),,Bad Characters,,,Female Characters,,Living Characters,5,"1993, October",1993,DC
Bonnie Robinson (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,"1992, June",1992,DC
Firtf (New Earth),Public Identity,Bad Characters,Grey Eyes,,Male Characters,,Living Characters,5,"1992, February",1992,DC
Jakob Whorrsman (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,1992,1992,DC
Jennifer Fletcher (New Earth),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,5,"1992, August",1992,DC
Julia of Daxam (New Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,5,"1992, November",1992,DC
Kaliber (New Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,5,"1992, April",1992,DC
Lin Canar (New Earth),,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,5,"1992, December",1992,DC
Metamorpheus (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,"1992, April",1992,DC
Mustang Suzy (New Earth),,Neutral Characters,,Red Hair,Female Characters,,Living Characters,5,"1992, November",1992,DC
Pathfinder (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,"1992, April",1992,DC
Repo (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1992, July",1992,DC
Ritar (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,"1992, February",1992,DC
Solomon Wayne (New Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,5,"1992, February",1992,DC
Antagon (New Earth),,Bad Characters,,,,,Living Characters,5,"1991, March",1991,DC
Catseye (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,"1991, May",1991,DC
Chessure (New Earth),,Bad Characters,,,,,Living Characters,5,"1991, February",1991,DC
Cydippe (New Earth),,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,5,"1991, January",1991,DC
Ernest Earnest (New Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,5,"1991, March",1991,DC
Kurt Heimlich (New Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1991, August",1991,DC
Les Perdu (New Earth),,,,,,,Living Characters,5,"1991, July",1991,DC
Schrek (New Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Male Characters,,Deceased Characters,5,"1991, July",1991,DC
William Wildeagle (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5,"1991, July",1991,DC
